Uniphone count
<SIL>	574152
AH	2173887
AA	1265225
IH	782797
IY	635761
UH	291296
UW	131837
EY	826853
AE	434136
OW	389794
AO	141900
K	912791
KH	65536
G	250012
GH	16318
CH	127740
CHH	28979
JH	319656
JHH	15185
TT	355872
TTH	21679
DD	270190
DDH	14196
NN	52195
T	468637
TH	112820
D	342994
DH	76913
N	1268271
P	380760
F	110017
B	236863
BH	100158
M	489664
Y	420475
R	1048861
L	435061
W	428056
S	658660
SH	204311
HH	562922
<SIL> TT CHH
<SIL> TT JHH
<SIL> TT TTH
<SIL> TT DDH
<SIL> TT NN
<SIL> TT T
<SIL> TT DH
<SIL> TT BH
<SIL> TTH UW
<SIL> TTH K
<SIL> TTH KH
<SIL> TTH G
<SIL> TTH GH
<SIL> TTH CH
<SIL> TTH CHH
<SIL> TTH JH
<SIL> TTH JHH
<SIL> TTH TT
<SIL> TTH TTH
<SIL> TTH DD
<SIL> TTH DDH
<SIL> TTH NN
<SIL> TTH T
<SIL> TTH TH
<SIL> TTH D
<SIL> TTH DH
<SIL> TTH P
<SIL> TTH F
<SIL> TTH B
<SIL> TTH BH
<SIL> TTH M
<SIL> TTH L
<SIL> TTH W
<SIL> TTH S
<SIL> TTH SH
<SIL> DD <SIL>
<SIL> DD KH
<SIL> DD G
<SIL> DD GH
<SIL> DD CH
<SIL> DD CHH
<SIL> DD JH
<SIL> DD JHH
<SIL> DD TT
<SIL> DD TTH
<SIL> DD DDH
<SIL> DD NN
<SIL> DD T
<SIL> DD TH
<SIL> DD D
<SIL> DD DH
<SIL> DD N
<SIL> DD P
<SIL> DD BH
<SIL> DD M
<SIL> DD S
<SIL> DD SH
<SIL> DDH AE
<SIL> DDH AO
<SIL> DDH K
<SIL> DDH G
<SIL> DDH GH
<SIL> DDH CH
<SIL> DDH CHH
<SIL> DDH JH
<SIL> DDH JHH
<SIL> DDH TTH
<SIL> DDH DD
<SIL> DDH DDH
<SIL> DDH NN
<SIL> DDH T
<SIL> DDH TH
<SIL> DDH D
<SIL> DDH DH
<SIL> DDH N
<SIL> DDH P
<SIL> DDH B
<SIL> DDH BH
<SIL> DDH M
<SIL> DDH Y
<SIL> DDH L
<SIL> DDH W
<SIL> DDH S
<SIL> DDH SH
<SIL> NN AA
<SIL> NN IY
<SIL> NN UW
<SIL> NN AE
<SIL> NN AO
<SIL> NN K
<SIL> NN KH
<SIL> NN G
<SIL> NN GH
<SIL> NN CH
<SIL> NN CHH
<SIL> NN JH
<SIL> NN JHH
<SIL> NN TT
<SIL> NN TTH
<SIL> NN DD
<SIL> NN DDH
<SIL> NN NN
<SIL> NN T
<SIL> NN TH
<SIL> NN D
<SIL> NN DH
<SIL> NN P
<SIL> NN F
<SIL> NN B
<SIL> NN BH
<SIL> NN M
<SIL> NN Y
<SIL> NN R
<SIL> NN L
<SIL> NN W
<SIL> NN S
<SIL> T <SIL>
<SIL> T K
<SIL> T KH
<SIL> T G
<SIL> T GH
<SIL> T CH
<SIL> T CHH
<SIL> T JHH
<SIL> T TT
<SIL> T TTH
<SIL> T DD
<SIL> T DDH
<SIL> T NN
<SIL> T TH
<SIL> T D
<SIL> T DH
<SIL> T N
<SIL> T P
<SIL> T F
<SIL> T B
<SIL> T BH
<SIL> T M
<SIL> T L
<SIL> T SH
<SIL> TH K
<SIL> TH KH
<SIL> TH G
<SIL> TH GH
<SIL> TH CH
<SIL> TH CHH
<SIL> TH JH
<SIL> TH JHH
<SIL> TH TT
<SIL> TH TTH
<SIL> TH DD
<SIL> TH DDH
<SIL> TH NN
<SIL> TH T
<SIL> TH TH
<SIL> TH D
<SIL> TH DH
<SIL> TH N
<SIL> TH P
<SIL> TH F
<SIL> TH B
<SIL> TH BH
<SIL> TH M
<SIL> TH L
<SIL> TH W
<SIL> TH S
<SIL> TH SH
<SIL> D KH
<SIL> D GH
<SIL> D CHH
<SIL> D JHH
<SIL> D TTH
<SIL> D DDH
<SIL> D NN
<SIL> D BH
<SIL> DH <SIL>
<SIL> DH EY
<SIL> DH KH
<SIL> DH G
<SIL> DH GH
<SIL> DH CH
<SIL> DH CHH
<SIL> DH JH
<SIL> DH JHH
<SIL> DH TT
<SIL> DH TTH
<SIL> DH DDH
<SIL> DH NN
<SIL> DH T
<SIL> DH TH
<SIL> DH D
<SIL> DH N
<SIL> DH P
<SIL> DH F
<SIL> DH BH
<SIL> DH M
<SIL> DH SH
<SIL> N CHH
<SIL> N JHH
<SIL> N TT
<SIL> N DDH
<SIL> N NN
<SIL> N DH
<SIL> N SH
<SIL> P <SIL>
<SIL> P KH
<SIL> P G
<SIL> P GH
<SIL> P CH
<SIL> P CHH
<SIL> P JHH
<SIL> P TTH
<SIL> P DD
<SIL> P DDH
<SIL> P NN
<SIL> P TH
<SIL> P D
<SIL> P DH
<SIL> P N
<SIL> P F
<SIL> P B
<SIL> P BH
<SIL> P M
<SIL> P SH
<SIL> F KH
<SIL> F G
<SIL> F GH
<SIL> F CH
<SIL> F CHH
<SIL> F JH
<SIL> F JHH
<SIL> F TTH
<SIL> F DD
<SIL> F DDH
<SIL> F NN
<SIL> F T
<SIL> F TH
<SIL> F D
<SIL> F DH
<SIL> F N
<SIL> F B
<SIL> F BH
<SIL> F M
<SIL> F W
<SIL> F S
<SIL> B <SIL>
<SIL> B K
<SIL> B KH
<SIL> B G
<SIL> B GH
<SIL> B CH
<SIL> B CHH
<SIL> B JHH
<SIL> B TT
<SIL> B TTH
<SIL> B DD
<SIL> B DDH
<SIL> B NN
<SIL> B T
<SIL> B TH
<SIL> B DH
<SIL> B P
<SIL> B F
<SIL> B B
<SIL> B BH
<SIL> B M
<SIL> B S
<SIL> B SH
<SIL> BH K
<SIL> BH KH
<SIL> BH G
<SIL> BH GH
<SIL> BH CH
<SIL> BH CHH
<SIL> BH JH
<SIL> BH JHH
<SIL> BH TT
<SIL> BH TTH
<SIL> BH DD
<SIL> BH DDH
<SIL> BH NN
<SIL> BH T
<SIL> BH TH
<SIL> BH D
<SIL> BH DH
<SIL> BH N
<SIL> BH P
<SIL> BH F
<SIL> BH B
<SIL> BH BH
<SIL> BH M
<SIL> BH W
<SIL> BH S
<SIL> M <SIL>
<SIL> M K
<SIL> M KH
<SIL> M GH
<SIL> M CH
<SIL> M CHH
<SIL> M JH
<SIL> M JHH
<SIL> M TT
<SIL> M TTH
<SIL> M DD
<SIL> M DDH
<SIL> M NN
<SIL> M T
<SIL> M TH
<SIL> M D
<SIL> M DH
<SIL> M N
<SIL> M P
<SIL> M F
<SIL> M B
<SIL> M BH
<SIL> M M
<SIL> M L
<SIL> M W
<SIL> M S
<SIL> M SH
<SIL> Y <SIL>
<SIL> Y K
<SIL> Y KH
<SIL> Y G
<SIL> Y GH
<SIL> Y CH
<SIL> Y CHH
<SIL> Y JH
<SIL> Y JHH
<SIL> Y TT
<SIL> Y TTH
<SIL> Y DD
<SIL> Y DDH
<SIL> Y NN
<SIL> Y T
<SIL> Y TH
<SIL> Y D
<SIL> Y DH
<SIL> Y N
<SIL> Y P
<SIL> Y F
<SIL> Y B
<SIL> Y BH
<SIL> Y M
<SIL> Y Y
<SIL> Y R
<SIL> Y L
<SIL> Y W
<SIL> Y S
<SIL> Y SH
<SIL> Y HH
<SIL> R <SIL>
<SIL> R KH
<SIL> R G
<SIL> R GH
<SIL> R CH
<SIL> R CHH
<SIL> R JH
<SIL> R JHH
<SIL> R TT
<SIL> R TTH
<SIL> R NN
<SIL> R DH
<SIL> R F
<SIL> R BH
<SIL> R Y
<SIL> R SH
<SIL> L K
<SIL> L KH
<SIL> L G
<SIL> L GH
<SIL> L CH
<SIL> L CHH
<SIL> L JH
<SIL> L JHH
<SIL> L TTH
<SIL> L DD
<SIL> L DDH
<SIL> L NN
<SIL> L TH
<SIL> L D
<SIL> L DH
<SIL> L N
<SIL> L P
<SIL> L F
<SIL> L B
<SIL> L BH
<SIL> L M
<SIL> L R
<SIL> L S
<SIL> L SH
<SIL> L HH
<SIL> W <SIL>
<SIL> W KH
<SIL> W GH
<SIL> W CHH
<SIL> W JHH
<SIL> W TT
<SIL> W TTH
<SIL> W DD
<SIL> W NN
<SIL> W DH
<SIL> W N
<SIL> S G
<SIL> S GH
<SIL> S CH
<SIL> S CHH
<SIL> S JHH
<SIL> S TTH
<SIL> S DD
<SIL> S DDH
<SIL> S NN
<SIL> S D
<SIL> S DH
<SIL> S B
<SIL> S BH
<SIL> S SH
<SIL> SH KH
<SIL> SH G
<SIL> SH GH
<SIL> SH JH
<SIL> SH JHH
<SIL> SH TTH
<SIL> SH DD
<SIL> SH DDH
<SIL> SH TH
<SIL> SH D
<SIL> SH DH
<SIL> SH F
<SIL> SH BH
<SIL> SH S
<SIL> HH K
<SIL> HH KH
<SIL> HH G
<SIL> HH GH
<SIL> HH CH
<SIL> HH JH
<SIL> HH JHH
<SIL> HH TT
<SIL> HH TTH
<SIL> HH DD
<SIL> HH DDH
<SIL> HH T
<SIL> HH TH
<SIL> HH DH
<SIL> HH N
<SIL> HH P
<SIL> HH F
<SIL> HH B
<SIL> HH BH
<SIL> HH M
<SIL> HH S
<SIL> HH HH
AH <SIL> <SIL>
AH <SIL> AH
AH <SIL> AA
AH <SIL> IH
AH <SIL> IY
AH <SIL> UH
AH <SIL> UW
AH <SIL> EY
AH <SIL> AE
AH <SIL> OW
AH <SIL> AO
AH <SIL> K
AH <SIL> KH
AH <SIL> G
AH <SIL> GH
AH <SIL> CH
AH <SIL> CHH
AH <SIL> JH
AH <SIL> JHH
AH <SIL> TT
AH <SIL> TTH
AH <SIL> DD
AH <SIL> DDH
AH <SIL> NN
AH <SIL> T
AH <SIL> TH
AH <SIL> D
AH <SIL> DH
AH <SIL> N
AH <SIL> P
AH <SIL> F
AH <SIL> B
AH <SIL> BH
AH <SIL> M
AH <SIL> Y
AH <SIL> R
AH <SIL> L
AH <SIL> W
AH <SIL> S
AH <SIL> SH
AH <SIL> HH
AH AH IY
AH AH UW
AH AH OW
AH AH JHH
AH AA <SIL>
AH AA AA
AH AA AE
AH AA AO
AH AA JHH
AH AA TH
AH IH BH
AH IY NN
AH UH UH
AH UH UW
AH UH AO
AH UH KH
AH UH GH
AH UH DDH
AH UH Y
AH UW IH
AH UW IY
AH UW UH
AH UW UW
AH UW AE
AH UW GH
AH UW JHH
AH UW TT
AH UW TTH
AH UW DDH
AH UW NN
AH EY UW
AH AE IH
AH AE IY
AH AE UH
AH AE UW
AH AE EY
AH AE AE
AH AE OW
AH AE AO
AH AE KH
AH AE GH
AH AE CHH
AH AE JHH
AH AE TTH
AH AE DDH
AH AE NN
AH AE D
AH AE B
AH AE BH
AH AE Y
AH OW UW
AH OW GH
AH OW CHH
AH OW NN
AH OW TH
AH OW DH
AH AO <SIL>
AH AO AA
AH AO IH
AH AO UH
AH AO UW
AH AO EY
AH AO AE
AH AO OW
AH AO KH
AH AO G
AH AO GH
AH AO JHH
AH AO TTH
AH AO DDH
AH AO NN
AH AO B
AH AO BH
AH AO Y
AH AO W
AH KH JHH
AH KH TTH
AH KH DD
AH KH DDH
AH KH NN
AH GH AE
AH GH KH
AH GH G
AH GH GH
AH GH CH
AH GH CHH
AH GH JH
AH GH JHH
AH GH TT
AH GH DD
AH GH DDH
AH GH NN
AH GH T
AH GH TH
AH GH D
AH GH DH
AH GH F
AH GH B
AH GH BH
AH GH M
AH GH L
AH GH W
AH GH S
AH GH HH
AH CH KH
AH CH NN
AH CHH <SIL>
AH CHH KH
AH CHH G
AH CHH GH
AH CHH CH
AH CHH CHH
AH CHH JH
AH CHH JHH
AH CHH TT
AH CHH TTH
AH CHH DDH
AH CHH TH
AH CHH D
AH CHH DH
AH CHH N
AH CHH F
AH CHH B
AH JH TTH
AH JHH KH
AH JHH GH
AH JHH CHH
AH JHH JHH
AH JHH TT
AH JHH TTH
AH JHH DD
AH JHH DDH
AH JHH NN
AH JHH TH
AH JHH D
AH JHH DH
AH JHH F
AH JHH W
AH TTH KH
AH TTH GH
AH TTH CH
AH TTH JHH
AH TTH DD
AH TTH DDH
AH TTH NN
AH TTH BH
AH TTH Y
AH DDH KH
AH DDH CHH
AH DDH TT
AH DDH NN
AH TH GH
AH TH DDH
AH TH NN
AH D JHH
AH D NN
AH DH KH
AH DH G
AH DH GH
AH DH CH
AH DH JHH
AH DH TT
AH DH TTH
AH DH DD
AH DH DDH
AH DH NN
AH DH TH
AH DH DH
AH P GH
AH P CHH
AH P TTH
AH P NN
AH F NN
AH B NN
AH BH GH
AH BH TT
AH BH TTH
AH BH DDH
AH S NN
AH SH JHH
AH SH DDH
AA <SIL> <SIL>
AA <SIL> AH
AA <SIL> AA
AA <SIL> IH
AA <SIL> IY
AA <SIL> UH
AA <SIL> UW
AA <SIL> EY
AA <SIL> AE
AA <SIL> OW
AA <SIL> AO
AA <SIL> K
AA <SIL> KH
AA <SIL> G
AA <SIL> GH
AA <SIL> CH
AA <SIL> CHH
AA <SIL> JH
AA <SIL> JHH
AA <SIL> TT
AA <SIL> TTH
AA <SIL> DD
AA <SIL> DDH
AA <SIL> NN
AA <SIL> T
AA <SIL> TH
AA <SIL> D
AA <SIL> DH
AA <SIL> N
AA <SIL> P
AA <SIL> F
AA <SIL> B
AA <SIL> BH
AA <SIL> M
AA <SIL> Y
AA <SIL> R
AA <SIL> L
AA <SIL> W
AA <SIL> S
AA <SIL> SH
AA <SIL> HH
AA AH IY
AA AH UW
AA AH EY
AA AH AE
AA AH OW
AA AH AO
AA AH JHH
AA AH DDH
AA AA AH
AA AA AE
AA AA AO
AA AA CHH
AA IH UW
AA IH GH
AA IH JHH
AA UH UW
AA UW OW
AA UW GH
AA UW JHH
AA EY IY
AA EY TTH
AA AE AA
AA AE IH
AA AE IY
AA AE UH
AA AE UW
AA AE EY
AA AE OW
AA AE AO
AA AE GH
AA AE CHH
AA AE JHH
AA AE DDH
AA AE DH
AA AE BH
AA AE Y
AA OW TTH
AA OW NN
AA AO AA
AA AO IH
AA AO IY
AA AO UH
AA AO UW
AA AO EY
AA AO AE
AA AO OW
AA AO AO
AA AO KH
AA AO G
AA AO GH
AA AO CHH
AA AO TT
AA AO TTH
AA AO DD
AA AO DDH
AA AO NN
AA AO TH
AA AO BH
AA AO W
AA K NN
AA KH JHH
AA KH TTH
AA GH CH
AA GH JHH
AA GH TT
AA GH TTH
AA GH DD
AA GH DDH
AA GH NN
AA GH T
AA GH TH
AA GH DH
AA GH F
AA CH KH
AA CH GH
AA CH JHH
AA CH TTH
AA CH DDH
AA CH NN
AA CH DH
AA CH SH
AA CHH KH
AA CHH G
AA CHH CH
AA CHH JH
AA CHH JHH
AA CHH TT
AA CHH TTH
AA CHH DD
AA CHH DDH
AA CHH NN
AA CHH T
AA CHH TH
AA CHH D
AA CHH DH
AA CHH F
AA CHH B
AA CHH W
AA JH NN
AA JHH K
AA JHH KH
AA JHH G
AA JHH GH
AA JHH CH
AA JHH CHH
AA JHH JH
AA JHH TT
AA JHH TTH
AA JHH DDH
AA JHH NN
AA JHH T
AA JHH TH
AA JHH D
AA JHH DH
AA JHH P
AA JHH B
AA JHH BH
AA JHH M
AA JHH Y
AA JHH L
AA JHH S
AA TT JHH
AA TT DDH
AA TT NN
AA TTH JHH
AA TTH DDH
AA DD DDH
AA DDH KH
AA DDH GH
AA DDH JHH
AA DDH TT
AA DDH DDH
AA DDH NN
AA DDH DH
AA DDH B
AA T NN
AA D NN
AA DH KH
AA DH JHH
AA DH TT
AA DH TTH
AA DH DD
AA DH DDH
AA DH NN
AA P NN
AA F NN
AA B JHH
AA B TTH
AA B NN
AA B DH
AA BH JHH
AA BH TT
AA BH DD
AA BH NN
AA Y NN
AA W NN
AA S NN
IH <SIL> <SIL>
IH <SIL> AH
IH <SIL> AA
IH <SIL> IH
IH <SIL> IY
IH <SIL> UH
IH <SIL> UW
IH <SIL> EY
IH <SIL> AE
IH <SIL> OW
IH <SIL> AO
IH <SIL> K
IH <SIL> KH
IH <SIL> G
IH <SIL> GH
IH <SIL> CH
IH <SIL> CHH
IH <SIL> JH
IH <SIL> JHH
IH <SIL> TT
IH <SIL> TTH
IH <SIL> DD
IH <SIL> DDH
IH <SIL> NN
IH <SIL> T
IH <SIL> TH
IH <SIL> D
IH <SIL> DH
IH <SIL> N
IH <SIL> P
IH <SIL> F
IH <SIL> B
IH <SIL> BH
IH <SIL> M
IH <SIL> Y
IH <SIL> R
IH <SIL> L
IH <SIL> W
IH <SIL> S
IH <SIL> SH
IH <SIL> HH
IH AH AE
IH AA AE
IH AA AO
IH AA DDH
IH AA NN
IH IH UW
IH IH GH
IH IH CHH
IH IH JHH
IH IH TTH
IH IY IH
IH IY UW
IH IY EY
IH IY AE
IH IY OW
IH IY AO
IH IY KH
IH IY G
IH IY GH
IH IY CH
IH IY CHH
IH IY JHH
IH IY TTH
IH IY DD
IH IY DDH
IH IY NN
IH IY F
IH UH IY
IH UH UW
IH UH AE
IH UH AO
IH UH GH
IH UH CHH
IH UH JHH
IH UH DDH
IH UH NN
IH UH TH
IH UH F
IH UH HH
IH UW AH
IH UW AA
IH UW IH
IH UW IY
IH UW UH
IH UW UW
IH UW EY
IH UW AE
IH UW OW
IH UW AO
IH UW K
IH UW KH
IH UW G
IH UW GH
IH UW CHH
IH UW JH
IH UW JHH
IH UW TTH
IH UW DDH
IH UW NN
IH UW T
IH UW TH
IH UW D
IH UW DH
IH UW B
IH UW BH
IH UW Y
IH AE AA
IH AE IY
IH AE UH
IH AE UW
IH AE AE
IH AE OW
IH AE AO
IH AE KH
IH AE G
IH AE GH
IH AE CH
IH AE CHH
IH AE JHH
IH AE TTH
IH AE DDH
IH AE NN
IH AE TH
IH AE BH
IH OW UW
IH OW AE
IH OW OW
IH OW AO
IH OW KH
IH OW GH
IH OW TTH
IH OW DDH
IH OW BH
IH OW SH
IH AO AA
IH AO UH
IH AO UW
IH AO EY
IH AO AE
IH AO OW
IH AO AO
IH AO KH
IH AO G
IH AO GH
IH AO CH
IH AO CHH
IH AO JHH
IH AO TT
IH AO TTH
IH AO DDH
IH AO NN
IH AO BH
IH AO Y
IH AO W
IH AO HH
IH KH TTH
IH KH DDH
IH KH TH
IH G CHH
IH G JHH
IH G TTH
IH G DDH
IH G NN
IH GH <SIL>
IH GH AE
IH GH AO
IH GH K
IH GH KH
IH GH G
IH GH CH
IH GH CHH
IH GH JH
IH GH JHH
IH GH TT
IH GH TTH
IH GH DD
IH GH DDH
IH GH NN
IH GH T
IH GH TH
IH GH D
IH GH DH
IH GH P
IH GH F
IH GH B
IH GH BH
IH GH M
IH GH L
IH GH W
IH GH S
IH GH SH
IH CH TTH
IH CH DH
IH CHH AE
IH CHH KH
IH CHH GH
IH CHH CH
IH CHH JHH
IH CHH TT
IH CHH TTH
IH CHH DD
IH CHH DDH
IH CHH NN
IH CHH TH
IH CHH D
IH CHH DH
IH CHH N
IH CHH P
IH CHH F
IH CHH B
IH CHH M
IH CHH Y
IH CHH R
IH CHH W
IH CHH S
IH CHH SH
IH JH GH
IH JH CHH
IH JH JHH
IH JHH <SIL>
IH JHH AE
IH JHH K
IH JHH KH
IH JHH G
IH JHH GH
IH JHH CH
IH JHH CHH
IH JHH JH
IH JHH JHH
IH JHH TT
IH JHH TTH
IH JHH DD
IH JHH DDH
IH JHH NN
IH JHH T
IH JHH TH
IH JHH D
IH JHH DH
IH JHH P
IH JHH F
IH JHH B
IH JHH BH
IH JHH R
IH JHH L
IH JHH S
IH JHH SH
IH TT JHH
IH TTH <SIL>
IH TTH AE
IH TTH K
IH TTH KH
IH TTH G
IH TTH GH
IH TTH CH
IH TTH CHH
IH TTH JH
IH TTH JHH
IH TTH DD
IH TTH DDH
IH TTH NN
IH TTH T
IH TTH TH
IH TTH D
IH TTH DH
IH TTH P
IH TTH F
IH TTH B
IH TTH BH
IH TTH M
IH TTH L
IH TTH W
IH TTH S
IH TTH SH
IH DD GH
IH DD DDH
IH DDH AE
IH DDH KH
IH DDH GH
IH DDH CHH
IH DDH JHH
IH DDH TTH
IH DDH DD
IH DDH NN
IH DDH D
IH DDH Y
IH NN AE
IH NN GH
IH NN CHH
IH NN JHH
IH NN DDH
IH NN NN
IH NN DH
IH T NN
IH TH KH
IH TH GH
IH TH CH
